NDOZV	13	a	There is a boy and a girl they are sitting at a table. The boy has his notebook open he is closing the girls notebook. He is smiling the girl is looking at the boy. They are in the classroom. The boy knocks the pencil out the girls hand.  There is something written in the boys notebook. The boy has a pencil sitting on his notebook. The girl has her hand on her notebook. 
V544E	8	a	There is a boy and a man. The boy is shopping for camping gear the man works at the store he is wearing a name tag and an apron. The boy is pointing to something on the top shelf the man is looking to where the boy is pointing they are both smiling. The man has a stepping stool in his hand.  The boy is standing next to the man. 
BE5WJ	8	a	There are two boys they are walking. the first boy has books in his hands he is smiling and waving to the second boy. The second boy has papers In his hand and a book in the other he is also smiling. The boy has a bookbag on his back. " The other boy isnt carrying a bookbag." The boy is holding his fingers up.  There is trees behind them. There is a fence in the back. 
4ZO9S	7	a	There are three boys and two girls they are sitting in the stands. It is very bright out the first boy shields his eyes with his hand the boy behind him is looking through a pair of binoculars. The boy sitting beside him is offering his binoculars to the first boy he is saying something and smiling.
4ZX9S	4	a	There is a boy and a man the man has a white coat on and is sitting down at a table with a needle in his hand. He is frowning. The boy is looking away from the man he has his arms crossed and is frowning. "Theyre at the doctors office."  The doctor is sitting down. The man is resting his arm on the table. 
2X8JA	4	a	There are two boys it is raining very hard. The first boy is holding an umbrella he is looking back at the second boy he is smiling and saying something. The second boy does not have an umbrella he is trying to shield himself using his hands he is frowning. The second boy is getting wet. The boy steps in a puddle of water. Rain is hitting the umbrella. 
1GYVY	4	a	There is a boy and a woman the woman is a nurse she has a name tag and has a stethoscope around her neck. The boy is sitting on a table his sleeve is pulled up she is sticking him with a needle. The boy is in the doctor office.  The boy is looking away.   The boy is sitting on the bed.
RYG3M	6	a	There are two boys they are sitting at a table. The table is covered with papers tape and books. The first boy has piece of paper in his hand he is frowning and pointing to something on it. The second boy is also frowning he is writing something in his notebook. He is looking at the first boy. The boys are in the living room.  They are sitting on the floor.  There is a roll of tape on the table.  The boy has a pen in his hand. 
VK1GB	8	a	The boy in the red shirt is holding a purple ball. The boy in green shirt is holding a blue ball. The two boys are standing up. The girl in the purple shirt is holding a blue ball. They are at a bowling alley. There are two boys and two girls. One of the girls are rolling the bowling ball down the aisle. The other girl has a bowling ball in her hand and is looking at the first girl. The two boys both have bowling balls in their hands and are talking to each other.
R534U	5	a	The boy is holding sticks. The man in the back has green gloves on. The man is wearing a green hat. The boy is wearing a red shirt. They are working in a garden. There is a boy his father and his mother. The boy has a garbage bag full of twigs in one hand and in the other a fistful of branches. Behind him his father is pulling on a pair of green gloves. The father is standing behind a red lawn mower. The mother is on her hands and  knees. She is wearing pink gloves. She is looking up at the father and smiling.
CIYGQ	11	a	The boy Is holding a phone. The girl is wearing a hat. The boy has his hand on his hip. There is tape on the table. The boy is standing up. The girl is standing up.  There is a boy on a phone with his hand on his hip. Some distance away a girl is standing behind a counter. The girl is smiling. She is wearing a blue cap and a yellow and blue shirt.
VLQWL	12	a	The boy is smiling. The woman is watching the boy. The boy is holding a kite. The boy has his hand on the wall. They are inside. There is a boy running out the door with a blue kite in his hand. Behind him his mother is standing behind a table with her hands on her hips. On the table and on the floor scraps of colorful paper strings and glitter are scattered everywhere.
S3IZU	0	a	The boy is sitting on a couch and holding a video game controller. The man is standing up. There is a lamp on the side table. The man has a hand on his hip. The boy is wearing a green shirt. There is a boy sitting in front of the T.V. He is smiling and pumping his fists into the  air. The father is standing some distance behind him the father is frowning. He has one hand on his hip and he is holding something in the other.
K3ZAD	3	a	The boy is smiling. There is a blue airplane on the table. There are trees outside the window. There is a box on the table. The boy is working on a model plane. There is a boy standing at a desk. There is an open toolbox in front of him. Around the toolbox are jars of paint paintbrushes and a blue and white plane. The boy is digging through the toolbox and smiling.
A18DK	4	a	The boy has a hand up. The girl is holding is holding a lollipop. The girl is smiling. The boy is smiling. There are people in the background. They are at a party. There is a boy and a girl. "Theres banners hanging from the ceiling." "Theres a table with a pink tablecloth on it with cups of candy and lollipops on it." The girl is holding a lollipop in one hand and in the other a cup full of candy. The girl is looking and smiling at the boy. The boy is also smiling and saying something to the girl.
JAEHO	0	a	The boy has his hands on his ears. The boy is frowning. The man is frowning. The girl has a hand on her face. The women is looking up and singing. There is a woman on stage. The woman is singing. There is a father his son and his daughter sitting in chairs in front of the woman. The father is looking down at the son and frowning. The boy is covering his ears and frowning. The girl is frowning and covering her eye with her hand.
RIGXU	8	a	There are plates are on the table. Forks are on the table. The boy in the green shirt is smiling. The boy is holding balloons. They are at a birthday party. There is a boy. He is standing up from a table. "On the table there is a blue tablecloth that reads Happy Birthday." There are plates of cake in front of the boy. There are also little table weights with balloons attached to it. He is looking up at a boy who is standing in front of an open door waving away people. The boy at the table is grabbing some balloons from the middle of the table. The boy is smiling.
SSZX0	11	a	People are sitting in chairs. There is a lady sitting in  front of a harp. There is another lady is sitting in front of a harp. They are watching the ladies playing harps. There are two women sitting on stage playing the harp. There are some people sitting in the grass and others in chairs.
07C52	5	a	The man is wearing a red cap. The man and the boy are standing in front of each other. The boy is holding a red coat. "There is a sign saying volunteer today." The man and the boy are standing in front of a table. "Attached to the table is a sign that reads Sign Up." The man is holding a clipboard. They are both smiling.
0VUHA	6	a	The boy in the green shirt is holding a orange. There is a clock on the wall. The girl in the back is frowning. All the kids are having lunch. The boy in the green shirt is looking at his lunch bag. There are three boys and one girl. The first boy has on a green pullover jacket. He is smiling and looking into his brown lunch bag. He is pushing past one of the boys walking through the door. The boy is tipping over. The other boy and girl behind him are frowning.
NG102	5	a	The boy is sitting on the bench leaning on a box of garbage bag. There are clouds in the sky. There are people behind the boy. The man in the back is standing up beside the rock. There is a boy sitting at a picnic table. "He is leaning on a box that reads Large Garbage Bags." The boy has on a pair of gloves. He has head in his hand and is frowning. Behind him two boys have garbage bags. They are picking up trash in the park.
PVMHT	11	a	The kids are at a concert. The boy is frowning. The girl at the stand is  taking tickets. The boy in the red is reaching in his bag. There are two boys standing outside of a room. The first boy is reaching into his bookbag. He is glancing at the second boy. The second boy is pointing into the room. "Inside the room its dim with disco lights everywhere." A girl is sitting behind a table. There is a line in front of her. A girl is handing her something.
COG7L	8	a	The boy in the red shirt is touching clay. The  boy in the green is holding a bowl. The boy in the green shirt is sitting down there are tools on the table.. There is a cup of water on the table. There are two boys. The first boy is sitting in front of a table covered in newspaper. There is a cup of water paper towels and little wooden molding tools on the table. He is molding clay into a bowl. The clay is misshaped. The boy behind him has a clay bowl in his hand and he is smiling.
3RIUE	11	a	The father is frowning at his son. The father is walking behind his son. The son and the father are at a celebration. Both the son and the father are standing up. There are decorations behind the both of them. There is a boy and his father. "Behind them are red and white signs that read Entrance 5th Annual and Fireman on it."  Behind the signs are carousels and a pink and white snack stand. The father and the son are walking through the parking lot. The father is looking down at the boy and frowning. The boy has his hands in his jacket pocket. He is saying something to his father and frowning.
3TZ3V	14	a	The boy is shaking his arms in the air. There is glue and newspaper on the desk. The girl is smiling. The boy is frowning. There is a boy and a girl. They are standing at a table covered in Newspaper. The girl has tossed a sugar cube at a building made of sugar cubes. The building is tipping over and stray sugar cubes are falling everywhere. The boy is shouting something and his hands are in the air. The girl is smiling.
L6NVO	14	a	The two boys in the front are smiling. The two boys are on a rollercoaster. The man behind the boy in the blue is smiling. The grass is green. There are two boys a mom and a dad. They are in a rollercoaster. The two boys are seated in front of the two parents. The two boys are smiling and their eyes are closed. The parents are looking at each other and smiling.
8UJZZ	8	a	The boy in the green shirt is standing up. There is an hamster cage on the desk. There are books also on the desk. "Theres also a boy in a white shirt pulling a jacket out the closet." There are two boys. The first boy has his back to the second. He is hanging up his coat into his closet. The second boy is standing in front of a glass tank. "Hes has removed the lid and is reaching down inside."
5MSEE	0	a	The boy is being grabbed by his younger brother.  The younger brother is frowning. The brothers are at a store. The older brother in the green shirt is looking at his younger brother. "On the store windows there are signs that read Sale and 50% Off." The older brother is looking down at the younger brother. The younger brother is frowning and crying.
UM9ZC	8	a	The boy in the red shirt is sitting with his friends. The girl is smiling sitting down. There a white cat next to the boy with orange hair. There is a boy and a girl who is sitting with him.  They are playing a card game. There are two boys and a girl sitting at a table. They are playing a board game. The first boy is looking down. There is a grey and white cat rubbing against his chair. The boy is looking at the cat and smiling
53DYD	10	a	The police officer is smiling at the boys. The Boy in the red shirt is next to his little brother. The little brother is frowning. There are inside the park. The older brother is gesturing to the police officer. The police officer has his hands behind his back.
4HO5C	3	a	The friends  are smiling. The friends  are facing the mountain. The mountain has snow on it. The friends are on a bridge facing the mountain. The friends are hiking.  There are two boys. They are both standing on the edge of a bridge overlooking trees and a misty mountain. Both boys are wearing backpacks and holding sticks. The first boy has his hand on his hip.
7YWDY	7	a	There boy is in green pjs. The boy is frowning. The boy is in bed. The blanket is blue. The sheets are white. "Theres a lamp on the table." The boy is dressed in green pajamas. He is pulling back the blanket. He is getting out of bed.
YXN02	7	a	The boy took his shoe off. "The dad is holding his daughters hand." The boy is sitting on a rock. The dad and daughter are standing up. The dad has a camera. There is a boy his father and his sister. They are looking out over a cliff. The boy is frowning. He is rubbing his foot with his hand. He is leaning his head in his hand.
JNJJF	8	a	The boys are riding bikes in a field. There are trees and a fence. There boy in the front has a blue bike. The boy in the front has a red helmet. The second boy also has a blue bike. The second boy is wearing a green and grey helmet. They are riding one behind the other. The third boy is turning into the fence.
EXS7E	4	a	The boy in red is standing behind  a table. There is popcorn on the table. The sky is blue. The boy in the purple shirt is looking at the popcorn. There are also sodas on the table. The boy in the red shirt is frowning at the boy in the purple chair. There is another boy in a blue shirt looking at the boy in the purple shirt.
KKO0E	12	a	The boy is smiling. The boy has no shirt on. The boy has on blue shorts. The window is open. The boy is in the bathroom.  There is a yellow towel hanging over the window ledge. The towel is dripping water. The boy has a green shirt in one hand and a yellow towel in the other.
02DRD	5	a	The two boys are looking at each other. The blonde hair boy is holding some cookies. There a bench behind them. There are also trees behind them. They are selling cookies. They are in the park. They are holding a bake sale for charity. The boy in the white shirt is pointing to the boy with the blonde hair. He is looking at the second boy. The second boy has his hands in his pocket.
DRT7T	5	a	The boy is hanging a wet towel. "The boy doesnt have a shirt on." There are two chairs in the backyard. There is a pool in the backyard. The boy is wearing red and yellow shorts. The sky is blue. There are trees in the back. The boy is smiling.
LERNH	13	a	The two friends are having Lemonade . There is a computer on the desk. The chair is blue. The table is yellow. The two boys are smiling. The first boy is standing beside the table with a computer on it. "Theres also an extension cord on it." The second boy is standing by the yellow table. There are coasters on the yellow table.
8W276	8	a	The kids are in the pool. The life guard is waving his hand. The life guard is blowing his whistle. The water is splashing. There are two floaties by the pool. There are three kids in the pool. The first boy is splashing water everywhere. The girl is swimming away from the boy splashing water. There is another boy with yellow floaties on. He is shouting something.
YUEVC	7	a	There is a face on the table. The boy is sitting a cup down. "The boy isnt looking at the table." The boy is smiling. The fan is plugged into the wall. The cup is full of lemonade. The boy is putting the cup by the outlet. The cup is tipped slightly.
BTROT	8	a	There are two friends standing on a board walk. They are both soaked. The first boy is pointing to something ahead. He is looking back. There are three other kids splashing in the water. On the bank his mother is sitting in a pool chair. His father is standing with his hand on his hip. They are both smiling.
HU2PY	12	a	The boys were playing with toys. The boy in the red is washing his hands in the sink. The boy in the green is looking at the boy in the red. The boy in green is picking up the toys. The boy in the red is smiling. "The chairs seat pad is green." The boy is washing his hands. The boys are in the living room. The curtains are open to the back screen. The boy in the red shirt is smiling.
OYDZ9	6	a	"Theyre in the art class." The model is holding a guitar. The teacher is standing over the student. "The teacher looks at the students artwork." "The teachers hand gesture shows guidance." There are art frames in the background.  The Boy on stage is holding a guitar. The students are in art class. The boy in the green shirt is standing up. There is a drawing of the boy on stage. 
TJ6AF	12	a	A boy and a girl are in the kitchen. The boy has one hand in the cookie jar. The boy is grabbing the cookie. The boy is holding his other hand towards the girl. The boy is looking at the girl The boy is smiling at the girl. The girl is washing her hands in the sink. The girl is looking back at the boy. The girl is smiling. The cookie jar is blue with colorful designs. The kids are in the kitchen. The  boy has his hand in a cookie jar. The in boy is smiling at the girl. The girl has her hands in the sink.    
VIAG3	0	a	The kids are painting a mural. The boy is looking at the girl. The boy has a paintbrush in his hand. The boy has his other hand on his chin. The girl is looking at the boy. The girl has a paint can in her hands. The mural has puzzle pieces painted. The other mural has flowers. "There is a teacher behind the kids painting." There are paint cans on the floor. The boy has a paint brush in his hands. The girl is looking at the boy. The boy has his hand on his mouth. There are puzzle pieces on the wall.
HFVES	13	a	There are people at a party. There are party decorations everywhere. The boy in the white shirt is looking is at the boy in the light blue shirt. The boy in the light blue shirt is holding a cake. The boy in the white shirt is smiling. The boy in the light blue shirt is smiling. The mom is sitting at the table. Two boys are standing around the dessert table. There are cupcakes and cakes on the table. The mom is looking at the two boys. "The moms hands are placed by the chocolate cake." The boy in the red is looking at the mom. The boy is smiling. The boy in the blue shirt is looking at the cakes. The boy in the green shit has his hands on his chin. Everyone is outside in the back yard. The cupcakes on the table are pink. The lady behind the table is smiling. The Boys are standing up smiling at the lady. 
L0YMQ	5	a	The family is cleaning the living room. The mom is vacuuming the floor. The dad is washing the window. The boy is hiding. "The dads back is turned away." The boy is smiling. The boy is against the wall. The mom is pushing the vacuum. The Boy is smiling behind the blue wall. The father is cleaning  the window. The family is in the living room.  .
JMO7B	11	a	The boy is at the carnival. The boy is in a booth. The booth has colorful teddy bears. There is a blue balloon behind the boy. The boy is pointing upwards. The boy is looking to the right. The boy is looking serious. "The boys eyes are squinting."  The Boy is at the fair. There are colorful Bears in front of the boy. There is a cotton candy stand. 
C4ENT	5	a	The boy and dad in the garden. The boy watches the dad cut the bush. The boy has on gloves. The boy has a blue water bottle in his hands. The boy is paying attention. The boy is smiling. The dad is showing the boy how to cut the bush. The dad has on gloves. The dad is looking at the boy. The dad has scissors in his hands. The father is cutting the bushes. The boy and his father are outside. The boy is holding a water bottle. The boy is smiling.
F4VBH	13	a	The boy is waving down the boy. The bus drove past the boy. The boy has on a backpack. The bus is a school bus. The boy is standing on the sidewalk. The boy has both hands in the air.   The boy is frowning. The boy is on the sidewalk. The boy is waving at the school bus. The school bus is going down the road.
FMPZH	0	a	They are in school. The lockers are blue. There is a man in the back. The man has a mop. There are wet cautions signs on the floor. The hallway floors are wet. The boy slips on the floor. The boy slips in between the signs. The boy has one hand on the floor. The boy has the other hand in the air. There is a girl standing next to the wall. The girl is looking at the boy. The girl is holding her hand against her chin. The girl looks worried. The boy is falling. The boy is frowning. "Theres a wet floor sign on the floor." The kids are at school.
79JYD	7	a	The boy is looking back at the school bus. The boy has a backpack on. The boy is frowning. The bus is moving. The boy had his hands on his hips. The boy is frowning. The boy is watching the bus leave. The bus is yellow. The boy is walking on the street.
NJCDE	5	a	They are at a play. The boy is looking back at the mom. "The boy grabs the moms shoulder." The mom is walking up the stairway. There is a sign by the stairway. The stairway is closed. There are people in the background. The boy is smiling. The boy other hand is pointing towards the crowd. There is a yellow book in the seating area. The girl is walking up the stairs. The boy is smiling at the girl. The girl is looking down at her book. The carpet is red.
4TMXO	8	a	The boy is looking at the mom. Mom pulls out a box Mom is looking at the boy. The boy is smiling. The boy has his hands up. There are books on the table.  A glass cup is on the table. The boy has his hand on the glass. The Boy is smiling. "Theres a drink on the table." The girl is laying out a game.
50PZP	12	a	The boy is in his room. The room is messy. The boy has a book in his hand. The boy has a bookbag in his other hand. The boy has both hands in the air. The boy is screaming. The boy is frowning. The boy is throwing his books and backpack in the air. The boys room is a mess. The lamp shade is tipped.
LQLFS	3	a	There are in the living room. There is a grandfather clock in the living room. The boy is standing near the corner. The boy is looking at the grandmother. The boy has both hands to the side.  The grandmother is sitting on the sofa. The boy is frowning. The grandmother is sitting on the sofa. The boy has his arms out. The boy and his grandmother are in the living.
0MK6B	12	a	The boy is in his room. The room is clean. The boy is smiling. The boy is putting up laundry. The boy has pants in his hands. The boy is folding his clothes. The boy is in his bedroom. The window and curtains are open. The boy is smiling. 
M1NKK	0	a	The boy is looking at the snake statue. The snake statue is shining. There is a Do Not Touch sign. The statue has an informational card on it. The boy is smiling. The boy is leaning forward towards the art. The boy has his hands behind the back. The boy is looking at a piece of art. The boy is smiling. The boy is leaning over. The piece of art is a green snake.
2SKWT	0	a	There are in the park. There are trees in the background. There are people in the background. A boy and girl are sitting on a bench. The boy is frowning. The girl is frowning. The boy has his hands on the chin. The boy is looking away from the girl. The girl has her hands up. The girl is looking at the boy. The girl is frowning. The boy is frowning. The friends are sitting on a bench. The friends are at the park.
VEON7	0	a	There are two boys standing next to a statue. The boy is touching the statue. The boy is smiling. The statue says Do Not Touch. The statue is a polar bear. The polar bear is shining The statue is behind a rope. The other boy is looking at the boy. The other is looking confused. The boy is touching a polar bear display. The kids are at the art Muslim. "Theres a robe around the polar bear display." The stand says do not touch.
3SS0A	11	a	There are kids on a school bus. The boys in the back are smiling at each other The kids are staring at the two boys. The other boy is sitting in the seat. The other boy is looking at the boy. The boy is looking at the other boy. The boy is trying to sit next to the other boy. The kids are on the school bus. The boy with the glasses is frowning. The boy in red is next the  boy in glasses. The boy in front of the boy in red is looking behind him. The girl in the back is frowning.
DD9VA	10	a	The boy is a banquet. The boy is frowning. The boy is looking at the chef. The chef is serving food. The boy is holding his plate. The boy is frowning. The cook behind the table is holding food in a big spoon. There two pans of food on the table. The boy has his hand over his plate.
X1WUC	10	a	There are some kids in the class. The boy is holding a paper up in the air. The paper has a grade on it. The boy is smiling at the other boy. The boy is pointing towards the paper. The other boy is looking at the boy. The other boy is frowning at the boy. The girl is looking at the boy. The girl is holding her book next to her chest. The girl is frowning at the boy.  The boy in green is smiling. The boy in green is pointing at his paper. The kids are at school. The girl is holding a red book.
AK0N3	11	a	The family is sitting at the table. The table has a plate of pie on it. The boy has a glass of milk. The dad is smiling. The dad is looking at the grandmother. The grandmother is passing the boy a plate. The grandmother is smiling at the boy. The grandmother is looking at the boy. The boy is looking at the grandmother. The boy is smiling at the grandmother.  The grandmother is holding pie. The father and son are sitting at the table. "Theres pie on the table." The family is in the kitchen.
3MARR	10	a	The kids are in history class. The boy is smiling. The boy looking at his graded paper. The paper has a grade on it. The teacher is on her desk. The teacher is looking for something. The girl is standing next to the desk. "The girls hand is reaching for something." "The girls backpack is on the floor." The boy is holding a folder. The boy is walking away from  the desk. The kids are in school. The teacher is smiling.
TB9YK	12	a	The boy is looking at the door. The boy has his hand on the door. The boy is smiling. The boy has a green stick in his hands. The boy is holding the doorknob. The boy is outside. The boy is holding a broom stick. 
DAEFX	0	a	The dad is reading a book. The boy is looking down. The dad is looking at the boy. The dad has one eyebrow raised. The boy has his hand on his face. They are at an office. The boy and his father is in the library. The boy is frowning. The father is frowning. There is a lady sitting behind the corner.
FFI72	15	a	They are leaving the car. The mom is looking at the boy. The mom has groceries in her bag. The mom is frowning. The boy slammed the car door. The boy is walking away. The boy is frowning. The mother is getting out the car. The mother is carrying food. The boy is frowning. The is carrying his backpack.
OQRJB	15	a	The boy is sitting on a couch in the office. The boy is frowning. The boy is reading a book. "The boys legs are crossed." There is a lady at the desk. There are pictures of glasses everywhere. The boy is sitting on a coach. The boy is looking at a book. There are pictures of glasses in the waiting area. The boy is smiling.
MTW1S	12	a	The boy is in the bathroom. The boy is reaching for his toothbrush. The boy is smiling. The toothpaste is on the counter. Floss is on the countertop. The boy is in the bathroom. The boy is reaching for a toothbrush. There is toothpaste on the sink. The boy is smiling.
CLOSU	0	a	There are three kids outside. The girl is sitting on the stairs. The girl is looking at the boy. The girl is focused. The boy is looking at the girl. The boy is smiling. The boy is waving his arms in the air. The boy almost hits the other boy. The other boy is standing behind the boy. The other boy is concerned. "The other boys hand is in a blocking position." The Friends are outside. The girl is sitting on the steps. The boys are standing up. The boy in yellow pants is frowning.
S9YTR	11	a	The boy is in the bathroom. The boy is in his pajamas and a robe. The boy is looking at mom. The boy is smiling at mom. The boy has one hand on the frame of the door. Mom is looking at the boy. Mom is smiling at the boy. Mom has a mug in her hand. "Mom has on pajamas and a robe." Mom is standing against the wall. The mother and son both have on robes. The boy and his mother are in the bathroom. The boy and his mother are both smiling. The mother is holding a coffee mug.
ULSGQ	8	a	 They are outside. The kids are standing in front of the lady. The lady is looking at the kids. The lady has her hands in the air. The kids are laughing. The kids have a smile on their face. 
BCZS5	6	a	There is a woman sitting at a desk. On her desk is a big red apple a pencil and a yellow notebook that says notes. A boy and a girl are sitting at a desk in front of her. The girl has her hand raised and is frowning. The boy is smiling and gesturing with his hands. The girl has a book on her desk. The girl has a sheet of paper on her desk.  The girl is looking at the boy. "The girls bookbag is sitting on top of her books."
NQN7C	11	a	There is a boy he is sitting on a bed. In his lap is an open book. The boy is frowning  and looking at something to his right. The boy has a lamp on. " The boys bed is messy."  There is a baseball on the floor next to the bed.  There is a baseball cap hanging from the bed rail. 
2ZT4Z	13	a	There is a police officer standing in front of his bike. There are two boys and one girl standing in front of him. They are all smiling. One of the boys has his hand raised and the officer is gesturing towards him. There is a man standing behind the children. He is also smiling. The boy in the green sweater has his hand behind his back.  There some other kids standing behind the first kids. They are also raising their hands.  The police officer has a helmet in his hand.  The police officer is wearing a uniform. 
AS95A	13	a	There are two boys. They are standing in front of the garage playing basketball. The first boy is looking down at his watch. The second boy is holding the basketball and looking at the first boy. The boys are smiling. The basketball goal is on the roof.  The basketball the boy is holding is orange.  It is sunny outside. 
WQ9FK	5	a	There are three boys standing in front of a table. On the table are small black containers with plants growing out of them. "One of the containers is laying on its side and dirt is spilling out." The first boy is holding up a soda bottle for the others to see. Inside the bottle is a few layers of soil and a plant growing out the top. All the boys are smiling. The boy in the red and grey shirt is holding the bottle together. The boys are outside in the yard.  The boy in the yellow mustard shirt has his hand on his hips. The black small containers are sitting on top of the newspaper.
LXQJU	12	a	There is a boy sitting in front of a bed. On the bed is folded stacks of clothes. The boy is reaching out for one of the stacks. There is a man walking with his back turned to the bed. He has a laundry basket in his hand. Behind the boy is a large puzzle set half finished. The boy has a set different set of puzzle pieces on the other side of the bed. The dresser is on the other side of the room. The laundry basket still has clothes in it. 
